"Site No","Site Name","Business No","Business Name","Year","Week No","Week Beginning","Weekly Average AF","Reason For No Count","SG Action","Mitigation","Additional Mitigation","Additional Information","National Grid Reference","Easting","Northing"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","52","2021-12-27","","Veterinary advice","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","51","2021-12-20","0","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","50","2021-12-13",".01","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","49","2021-12-06","0","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","48","2021-11-29","0","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","47","2021-11-22","0","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","46","2021-11-15",".02","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","45","2021-11-08","0","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","44","2021-11-01","0","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","43","2021-10-25","0","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","42","2021-10-18","0","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","41","2021-10-11",".01","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","40","2021-10-04",".01","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","39","2021-09-27","","Veterinary advice","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","38","2021-09-20",".04","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","37","2021-09-13",".05","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","36","2021-09-06",".03","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","35","2021-08-30","0","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","34","2021-08-23","0","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","33","2021-08-16",".01","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","32","2021-08-09",".05","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","31","2021-08-02",".2","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","30","2021-07-26",".06","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","29","2021-07-19","","Veterinary advice","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","28","2021-07-12",".51","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","27","2021-07-05",".95","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","26","2021-06-28","1.27","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","25","2021-06-21","1.66","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","24","2021-06-14","1.62","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","23","2021-06-07",".76","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","22","2021-05-31",".41","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","21","2021-05-24",".31","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","20","2021-05-17",".19","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","19","2021-05-10","","Veterinary advice","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","18","2021-05-03",".28","","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","17","2021-04-26","","Site recently stocked","","","","","NM592476","159200","747600"
"FS0696","Fiunary","FB0125","Scottish Sea Farms Ltd","2021","13","2021-03-29","","Site fallow","","","","","NM592476","159200","747600"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","52","2025-12-22","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","51","2025-12-15","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","50","2025-12-08","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","49","2025-12-01","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","48","2025-11-24","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","47","2025-11-17","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","46","2025-11-10","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","45","2025-11-03","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","44","2025-10-27","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","43","2025-10-20","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","42","2025-10-13","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","41","2025-10-06","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","40","2025-09-29","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","39","2025-09-22","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","38","2025-09-15","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","28","2025-07-07","","Site fallow","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","27","2025-06-30","","Withdrawal period prior to harvesting","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","26","2025-06-23","","Withdrawal period prior to harvesting","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","25","2025-06-16","3.33","","","","","Site fallow","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","24","2025-06-09","1.8","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","23","2025-06-02","1.56","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","22","2025-05-26","1.01","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","21","2025-05-19",".87","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","20","2025-05-12",".59","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","19","2025-05-05",".88","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","18","2025-04-28","1.92","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","17","2025-04-21","1.48","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","16","2025-04-14",".63","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","15","2025-04-07",".5","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","14","2025-03-31",".28","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","13","2025-03-24",".44","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","12","2025-03-17",".42","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","11","2025-03-10",".14","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","10","2025-03-03",".16","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","9","2025-02-24",".12","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","8","2025-02-17",".12","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","7","2025-02-10",".2","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","6","2025-02-03",".21","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","5","2025-01-27",".17","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","4","2025-01-20",".14","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","3","2025-01-13",".15","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","2","2025-01-06",".06","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2025","1","2024-12-30",".16","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","52","2024-12-23",".18","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","51","2024-12-16",".1","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","50","2024-12-09",".09","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","49","2024-12-02",".09","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","48","2024-11-25",".17","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","47","2024-11-18",".16","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","46","2024-11-11",".12","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","45","2024-11-04",".19","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","44","2024-10-28",".2","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","43","2024-10-21",".07","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","42","2024-10-14",".2","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","41","2024-10-07",".19","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","40","2024-09-30",".08","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","39","2024-09-23",".15","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","38","2024-09-16",".19","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","37","2024-09-09",".19","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","36","2024-09-02",".12","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","35","2024-08-26",".16","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","34","2024-08-19",".1","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","33","2024-08-12",".1","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","32","2024-08-05",".08","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","31","2024-07-29",".07","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","30","2024-07-22",".14","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","29","2024-07-15",".02","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","28","2024-07-08",".03","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","27","2024-07-01",".03","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","26","2024-06-24",".09","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","25","2024-06-17",".02","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","24","2024-06-10",".03","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","23","2024-06-03",".01","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","22","2024-05-27","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","21","2024-05-20","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","20","2024-05-13","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","19","2024-05-06","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","18","2024-04-29","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","17","2024-04-22","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","16","2024-04-15","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","15","2024-04-08","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","14","2024-04-01","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","13","2024-03-25","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","12","2024-03-18","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","11","2024-03-11","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","10","2024-03-04",".01","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","9","2024-02-26",".01","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","8","2024-02-19",".02","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","7","2024-02-12","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","6","2024-02-05","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","5","2024-01-29","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","4","2024-01-22","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","3","2024-01-15",".01","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","2","2024-01-08","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2024","1","2024-01-01","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","52","2023-12-25","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","51","2023-12-18","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","50","2023-12-11","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","49","2023-12-04","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","48","2023-11-27","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","47","2023-11-20","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","46","2023-11-13","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","45","2023-11-06","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","18","2023-05-01","","Site fallow","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","17","2023-04-24","","Withdrawal period prior to harvesting","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","16","2023-04-17",".2","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","15","2023-04-10",".2","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","14","2023-04-03",".18","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","13","2023-03-27",".16","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","12","2023-03-20",".13","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","11","2023-03-13",".67","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","10","2023-03-06",".06","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","9","2023-02-27",".09","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","8","2023-02-20",".04","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","7","2023-02-13",".08","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","6","2023-02-06",".12","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","5","2023-01-30",".07","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","4","2023-01-23",".06","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","3","2023-01-16",".12","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","2","2023-01-09",".07","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2023","1","2023-01-02",".16","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","52","2022-12-26",".16","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","51","2022-12-19",".12","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","50","2022-12-12",".16","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","49","2022-12-05",".08","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","48","2022-11-28",".32","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","47","2022-11-21",".3","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","46","2022-11-14",".37","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","45","2022-11-07",".3","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","44","2022-10-31",".33","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","43","2022-10-24",".3","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","42","2022-10-17",".3","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","41","2022-10-10",".29","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","40","2022-10-03",".41","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","39","2022-09-26",".5","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","38","2022-09-19",".4","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","Bakkafrost Scotland","2022","37","2022-09-12",".34","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","36","2022-09-05",".43","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","35","2022-08-29",".24","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","34","2022-08-22",".35","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","33","2022-08-15",".34","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","32","2022-08-08",".29","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","31","2022-08-01",".18","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","30","2022-07-25",".27","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","29","2022-07-18",".31","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","28","2022-07-11",".7","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","27","2022-07-04",".43","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","26","2022-06-27",".08","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","25","2022-06-20",".07","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","24","2022-06-13",".06","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","23","2022-06-06",".02","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","22","2022-05-30",".02","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","21","2022-05-23",".01","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","20","2022-05-16","0","","","Bath","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","19","2022-05-09","0","","","Physical","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","18","2022-05-02","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","17","2022-04-25","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","16","2022-04-18","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","15","2022-04-11","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","14","2022-04-04","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","13","2022-03-28","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","12","2022-03-21",".01","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","11","2022-03-14",".01","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","10","2022-03-07","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","9","2022-02-28","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","8","2022-02-21","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","7","2022-02-14","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","6","2022-02-07","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","5","2022-01-31","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","4","2022-01-24","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","3","2022-01-17","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","2","2022-01-10","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2022","1","2022-01-03","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","52","2021-12-27","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","51","2021-12-20","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","50","2021-12-13","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","49","2021-12-06","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","48","2021-11-29","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","47","2021-11-22","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","46","2021-11-15","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","45","2021-11-08","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","44","2021-11-01",".01","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","43","2021-10-25",".01","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","42","2021-10-18","0","","","","","","NR998980","199800","698000"
"FS0698","Quarry Point","FB0169","The Scottish Salmon Company","2021","41","2021-10-11","0","","","","","","NR998980","199800","698000"
