"Site No","Site Name","Business No","Business Name","Year","Week No","Week Beginning","Weekly Average AF","Reason For No Count","SG Action","Mitigation","Additional Mitigation","Additional Information","National Grid Reference","Easting","Northing"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","35","2024-08-26","1.64","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","34","2024-08-19","1.95","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","33","2024-08-12","1.72","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","32","2024-08-05","1.9","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","31","2024-07-29","1","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","30","2024-07-22",".44","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","29","2024-07-15",".12","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","28","2024-07-08",".11","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","27","2024-07-01",".41","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","26","2024-06-24",".1","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","25","2024-06-17",".25","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","24","2024-06-10","3.25","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","23","2024-06-03","1.67","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","22","2024-05-27","1.69","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","21","2024-05-20","1.03","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","20","2024-05-13",".2","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","19","2024-05-06",".41","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","18","2024-04-29",".17","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","17","2024-04-22","3.73","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","16","2024-04-15","2.67","","","Destocking","","destocking through harvest","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","15","2024-04-08","1.75","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","14","2024-04-01","1.21","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","13","2024-03-25","1.38","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","12","2024-03-18",".54","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","11","2024-03-11",".36","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","10","2024-03-04",".38","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","9","2024-02-26",".28","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","8","2024-02-19",".42","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","7","2024-02-12",".32","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","6","2024-02-05",".48","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","5","2024-01-29","","Weather","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2024","4","2024-01-22","","Site recently stocked","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","44","2023-10-30","","Site fallow","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","43","2023-10-23","","Withdrawal period prior to harvesting","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","42","2023-10-16","1.12","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","41","2023-10-09",".8","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","40","2023-10-02",".8","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","39","2023-09-25",".4","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","38","2023-09-18",".2","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","37","2023-09-11",".25","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","36","2023-09-04","4.05","","","Harvesting","Physical","FLS","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","35","2023-08-28","3.47","","","Harvesting","Physical","FLS","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","34","2023-08-21","4.06","","","Harvesting","Physical","FLS/Harvesting","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","33","2023-08-14","1.25","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","32","2023-08-07","1.4","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","31","2023-07-31","1.83","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","30","2023-07-24",".7","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","29","2023-07-17","1.03","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","28","2023-07-10",".39","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","27","2023-07-03","","Veterinary advice","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","26","2023-06-26",".54","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","25","2023-06-19",".31","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","24","2023-06-12",".53","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","23","2023-06-05",".42","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","22","2023-05-29","3.44","","","Physical","","Thermolicer","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","21","2023-05-22","3.01","","","Physical","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","20","2023-05-15","2.5","","","Physical","","Thermolicer","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","19","2023-05-08","","Veterinary advice","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","18","2023-05-01","2.62","","","In Feed","Physical","Slice/ Thermolicer","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","17","2023-04-24","2.05","","","In Feed","","Slice","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","16","2023-04-17",".96","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","15","2023-04-10",".5","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","14","2023-04-03",".43","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","13","2023-03-27",".22","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","12","2023-03-20","1.03","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","11","2023-03-13",".28","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","10","2023-03-06",".36","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","9","2023-02-27",".12","","","","","","HU544923","454400","1192300"
"FS0477","Bow of Hascosay","FB0095","Cooke Aquaculture Scotland Ltd","2023","8","2023-02-20",".1","","","","","","HU544923","454400","1192300"
